name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 498 - Special Topics,1586450744.091379,317,24,41,0,140,lab_seats,1
EECS 499 - Advanced Directed Study,1586450747.742291,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586451605.61454,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586451605.989166,61,0,61,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586451606.5085099,24,15,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586451606.8643289,27,0,27,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586451607.309491,141,141,141,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586451607.708103,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586451608.062099,26,26,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586451608.511287,20,0,20,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586451608.915474,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586451609.2720408,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586451609.935159,594,0,589,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586451610.453847,39,39,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586451611.1497998,845,0,516,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586451611.5438888,345,345,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586451614.151746,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586451614.7427468,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586451615.129079,0,0,0,0,19,null,0
EECS 411 - M-Wave Circ I,1586451615.779233,7,7,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586451616.281672,30,30,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586451616.700472,47,0,47,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586451617.0675619,13,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586451617.47154,24,11,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586451617.877343,20,0,20,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586451618.32039,2,2,0,0,1,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586451618.7103539,30,30,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586451619.125488,21,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586451619.565712,14,0,14,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586451620.2268429,2,2,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586451620.6481311,141,0,72,0,0,disc_seats,1
EECS 442 - Computer Vision,1586451621.075493,2,0,0,0,40,disc_seats,0
EECS 443 - Senior ThesisL,1586451621.577013,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586451621.961817,248,0,248,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586451622.331111,16,14,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586451622.756762,11,0,11,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586451623.370529,42,42,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586451623.77653,36,0,36,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586451624.610504,66,66,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586451625.0314891,33,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586451625.454598,3,3,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586451625.913888,30,30,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586451626.311342,12,12,0,0,3,lab_seats,1
EECS 477 - Introduction to Algorithms,1586451626.971628,56,0,56,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586451627.362411,43,0,43,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586451627.77536,33,0,33,0,0,disc_seats,1
EECS 481 - Software Engineering,1586451628.172008,83,0,83,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586451628.6052978,133,133,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586451629.474123,59,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586451630.626133,306,0,306,0,0,disc_seats,1
EECS 485 - Web Systems,1586451631.76519,371,291,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586451633.548961,46,0,46,0,0,disc_seats,1
EECS 490 - Programming Languages,1586451633.931566,135,0,135,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586451634.286987,119,0,119,0,0,disc_seats,1
EECS 493 - User Interface Development,1586451634.717685,99,0,99,0,10,disc_seats,1
EECS 494 - Computer Game Design and Development,1586451635.114002,46,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586451635.4502552,30,0,30,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586451635.792181,200,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586451636.1416728,53,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586451636.578774,315,24,40,0,142,lab_seats,1
EECS 499 - Advanced Directed Study,1586451639.430136,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586452508.494069,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586452509.216605,61,0,61,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586452509.734638,24,15,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586452510.136246,27,0,27,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586452510.6333241,141,141,141,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586452511.371395,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586452511.7341728,26,26,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586452512.231446,20,0,20,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586452512.9784389,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586452513.38275,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586452513.911503,594,0,589,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586452514.609199,39,39,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586452515.356042,843,0,515,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586452515.800124,345,345,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586452519.3603551,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586452519.796368,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586452520.412796,0,0,0,0,19,null,0
EECS 411 - M-Wave Circ I,1586452521.00493,7,7,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586452521.6091871,30,30,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586452522.2214131,47,0,47,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586452522.829757,13,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586452523.321455,23,10,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586452523.76764,20,0,20,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586452524.2202072,3,2,0,0,1,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586452524.629208,30,30,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586452524.959986,21,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586452525.409129,14,0,14,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586452525.844993,2,2,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586452526.2692878,140,0,71,0,0,disc_seats,1
EECS 442 - Computer Vision,1586452526.645879,3,0,0,0,48,disc_seats,0
EECS 443 - Senior ThesisL,1586452527.404979,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586452527.866796,248,0,248,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586452528.5708091,15,13,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586452529.00226,10,0,10,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586452529.820678,40,40,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586452530.250498,35,0,35,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586452530.857003,66,66,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586452531.26651,33,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586452531.701004,3,3,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586452532.1733818,30,30,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586452532.568573,12,12,0,0,3,lab_seats,1
EECS 477 - Introduction to Algorithms,1586452532.9887948,55,0,55,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586452533.38186,43,0,43,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586452533.7858691,33,0,33,0,0,disc_seats,1
EECS 481 - Software Engineering,1586452534.170043,82,0,82,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586452534.5985868,131,131,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586452534.9957068,59,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586452535.470805,306,0,306,0,0,disc_seats,1
EECS 485 - Web Systems,1586452535.967422,368,288,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586452536.36751,44,0,44,0,0,disc_seats,1
EECS 490 - Programming Languages,1586452536.792514,135,0,135,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586452537.2061272,118,0,118,0,0,disc_seats,1
EECS 493 - User Interface Development,1586452537.627075,96,0,96,0,10,disc_seats,1
EECS 494 - Computer Game Design and Development,1586452537.98992,45,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586452538.407126,30,0,30,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586452538.800951,198,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586452539.1882482,51,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586452539.666733,284,0,39,0,143,lab_seats,0
EECS 499 - Advanced Directed Study,1586452541.696516,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586453406.0381749,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586453406.4268732,61,0,61,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586453406.908777,23,14,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586453407.269344,27,0,27,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586453407.795833,140,140,140,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586453408.21247,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586453408.546112,25,25,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586453408.9659572,20,0,20,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586453409.34042,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586453409.666367,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586453410.215554,592,0,587,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586453410.848008,39,39,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586453411.979666,842,0,514,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586453412.442705,343,343,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586453415.379796,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586453416.174622,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586453416.76477,0,0,0,0,19,null,0
EECS 411 - M-Wave Circ I,1586453417.2195368,7,7,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586453417.683437,30,30,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586453418.215533,47,0,47,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586453418.82522,13,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586453419.2676952,23,10,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586453419.7204201,20,0,20,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586453420.1992419,3,2,0,0,1,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586453420.8294919,30,30,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586453421.518218,21,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586453421.985261,14,0,14,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586453422.409077,2,2,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586453422.8213482,140,0,71,0,2,disc_seats,1
EECS 442 - Computer Vision,1586453423.230947,3,0,0,0,56,disc_seats,0
EECS 443 - Senior ThesisL,1586453424.019525,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586453424.449822,247,0,247,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586453424.974559,15,13,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586453425.395253,9,0,9,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586453426.0265229,40,40,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586453426.454464,35,0,35,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586453426.949218,65,65,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586453427.300492,33,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586453427.7300339,3,3,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586453428.712456,30,30,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586453429.701312,12,12,0,0,3,lab_seats,1
EECS 477 - Introduction to Algorithms,1586453430.122738,55,0,55,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586453430.6674712,43,0,43,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586453431.067343,33,0,33,0,0,disc_seats,1
EECS 481 - Software Engineering,1586453431.6654122,81,0,81,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586453432.0841742,129,129,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586453432.530122,59,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586453433.238867,302,0,302,0,0,disc_seats,1
EECS 485 - Web Systems,1586453433.7232032,365,285,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586453434.136587,43,0,43,0,0,disc_seats,1
EECS 490 - Programming Languages,1586453434.578478,135,0,135,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586453435.009225,118,0,118,0,0,disc_seats,1
EECS 493 - User Interface Development,1586453435.506001,94,0,94,0,12,disc_seats,1
EECS 494 - Computer Game Design and Development,1586453435.9328582,45,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586453436.28128,29,0,29,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586453436.6178932,191,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586453437.272945,47,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586453437.7902038,281,0,39,0,143,lab_seats,0
EECS 499 - Advanced Directed Study,1586453440.2491121,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586454305.250186,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586454305.783745,60,0,60,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586454306.599957,23,14,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586454307.002919,26,0,26,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586454307.76035,140,140,140,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586454308.457449,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586454308.9348218,25,25,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586454309.460763,19,0,19,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586454309.863392,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586454310.283957,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586454310.825871,589,0,584,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586454311.2455418,39,39,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586454312.0790908,840,0,513,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586454312.631459,341,341,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586454315.462345,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586454316.0968242,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586454316.5636868,0,0,0,0,19,null,0
EECS 411 - M-Wave Circ I,1586454317.0593631,7,7,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586454317.5281112,30,30,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586454318.521316,46,0,46,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586454319.288641,12,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586454319.696991,23,10,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586454320.117933,20,0,20,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586454320.649539,3,2,0,0,1,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586454321.3758929,30,30,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586454321.829103,21,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586454322.239676,14,0,14,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586454322.6845021,2,2,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586454323.139816,138,0,70,0,2,disc_seats,1
EECS 442 - Computer Vision,1586454323.569005,3,0,0,0,62,disc_seats,0
EECS 443 - Senior ThesisL,1586454324.109954,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586454324.566059,242,0,242,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586454324.964405,15,13,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586454325.3412101,8,0,8,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586454325.816698,40,40,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586454326.2418408,35,0,35,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586454326.721633,64,64,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586454327.180701,33,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586454327.617295,3,3,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586454328.032293,30,30,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586454328.5686982,12,12,0,0,3,lab_seats,1
EECS 477 - Introduction to Algorithms,1586454328.982193,53,0,53,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586454329.4100668,43,0,43,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586454329.767394,33,0,33,0,0,disc_seats,1
EECS 481 - Software Engineering,1586454330.1826618,75,0,75,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586454330.618876,128,128,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586454331.014482,59,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586454331.5124412,300,0,300,0,0,disc_seats,1
EECS 485 - Web Systems,1586454331.990483,361,281,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586454332.400264,42,0,42,0,0,disc_seats,1
EECS 490 - Programming Languages,1586454332.801673,135,0,135,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586454333.189746,117,0,117,0,0,disc_seats,1
EECS 493 - User Interface Development,1586454333.619026,90,0,90,0,14,disc_seats,1
EECS 494 - Computer Game Design and Development,1586454333.986702,45,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586454334.383462,29,0,29,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586454334.73294,189,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586454335.104307,44,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586454335.539231,280,0,39,0,143,lab_seats,0
EECS 499 - Advanced Directed Study,1586454338.507641,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586455207.023655,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586455207.420686,60,0,60,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586455207.7814,23,14,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586455208.946881,26,0,26,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586455209.437002,140,140,140,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586455209.976247,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586455210.4631639,25,25,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586455211.2386339,19,0,19,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586455211.6679769,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586455212.102978,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586455213.908289,588,0,583,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586455214.279021,39,39,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586455215.026161,839,0,512,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586455216.010231,340,340,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586455219.452214,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586455220.667125,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586455222.392854,0,0,0,0,19,null,0
EECS 411 - M-Wave Circ I,1586455222.887276,7,7,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586455223.537395,30,30,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586455224.559465,46,0,46,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586455225.166156,12,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586455226.0294771,23,10,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586455228.05849,20,0,20,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586455229.171811,3,2,0,0,1,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586455230.084505,30,30,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586455230.855763,21,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586455231.2524202,14,0,14,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586455231.702995,2,2,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586455232.1692312,132,0,66,0,2,disc_seats,1
EECS 442 - Computer Vision,1586455232.6037571,3,0,0,0,64,disc_seats,0
EECS 443 - Senior ThesisL,1586455233.110064,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586455233.565414,242,0,242,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586455233.93947,14,12,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586455234.397483,8,0,8,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586455234.852231,40,40,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586455235.264707,35,0,35,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586455235.723976,63,63,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586455236.4924579,33,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586455236.9318368,3,3,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586455237.4351099,30,30,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586455237.9048388,12,12,0,0,3,lab_seats,1
EECS 477 - Introduction to Algorithms,1586455238.448982,53,0,53,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586455238.849987,43,0,43,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586455239.28399,33,0,33,0,0,disc_seats,1
EECS 481 - Software Engineering,1586455239.739035,74,0,74,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586455240.182146,125,125,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586455240.598939,59,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586455241.072741,299,0,299,0,0,disc_seats,1
EECS 485 - Web Systems,1586455241.63459,356,276,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586455242.078248,41,0,41,0,0,disc_seats,1
EECS 490 - Programming Languages,1586455242.513132,135,0,135,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586455242.917351,117,0,117,0,0,disc_seats,1
EECS 493 - User Interface Development,1586455243.4417238,89,0,89,0,14,disc_seats,1
EECS 494 - Computer Game Design and Development,1586455243.866949,45,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586455244.50315,29,0,29,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586455244.930387,186,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586455245.338221,44,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586455245.8316789,278,0,38,0,143,lab_seats,0
EECS 499 - Advanced Directed Study,1586455248.835716,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586456105.747984,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586456106.459341,60,0,60,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586456106.886865,23,14,0,0,1,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586456107.3140512,26,0,26,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586456107.8943338,140,140,140,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586456108.718864,47,0,47,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586456109.134079,25,25,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586456109.532387,19,0,19,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586456110.204855,36,0,36,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586456110.913486,45,45,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586456111.745193,588,0,583,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586456112.252332,38,38,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586456112.789671,841,0,513,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586456113.290797,340,340,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586456117.00999,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586456117.52177,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586456118.019765,0,0,0,0,19,null,0
